Parit,Teur_parit,Quantity,price_parit,Size,Shelf_Number,Teur_order,CategoryID,Related,ExpDate,incomeQuantity,DateStartStatistic
000000000002055756,מנקב גדול עד 70 דף,0,29.84,יח,12,מנקב גדול עד 70 דף,19,,,,
000000000002055759,מספריים,0,1.37,יח,12,מספריים,30,,,33,9/19/2019
000000000002055763,נר דבק חם לאקדח,9,5.31,יח,10,נר דבק חם לאקדח,1,,,177,9/19/2019
000000000002055765,סכין יפנית,9,0.56,יח,12,סכין יפנית,1,,,60,9/19/2019
000000000002055769,חולץ סיכות עשוי מתכת,16,0.65,יח,12,חולץ סיכות עשוי מתכת,19,,,17,9/19/2019
000000000002055777,מהדק/אטב מס 2 ניקל,0,0.17,קפס,13,מהדק/אטב מס 2 ניקל,19,,,104,9/19/2019
000000000002055780,מהדק/אטב  מס 5 ניקל צבעוני,9,1.63,קפס,13,מהדק/אטב  מס 5 ניקל צבעוני,19,,,58,9/19/2019
000000000002055799,נעצים,0,0.55,חבילה,15,נעצים,19,,,,
000000000002055814,נייר למכונת חישוב 57 ממ (10יח),0,10.88,חבילה,15,נייר למכונת חישוב 57 ממ (10יח),1,,,,
000000000002055963,לוח שעם 60/40 מסגרת עץ,0,6.35,יח,13,לוח שעם 60/40 מסגרת עץ,19,,,5,9/19/2019
000000000002055980,קוביית נייר ממו,126,1.4,יח,13,קוביית נייר ממו,1,,,97,9/19/2019
000000000002055994,בלוק צהוב לכתיבה A4 שורה 50 דף,52,1.32,יח,12,בלוק צהוב לכתיבה A4 שורה 50 דף,19,,,,
000000000002055995,בלוק צהוב לכתיבה A4 משובץ 50 דף,392,2.06,יח,12,בלוק צהוב לכתיבה A4 משובץ 50 דף,19,,,,
000000000002056004,בלוק צהוב לכתיבה A5 משובץ 50 דף,368,1.42,יח,12,בלוק צהוב לכתיבה A5 משובץ 50 דף,19,,,,
000000000002056005,בלוק צהוב לכתיבה A5 שורה 50 דף,69,1.49,יח,12,בלוק צהוב לכתיבה A5 שורה 50 דף,19,,,40,9/19/2019
000000000002056013,דפי ממו דביק,40,7.27,יח,13,דפי ממו דביק,1,,,95,9/19/2019
000000000002056026,דפדפת  משובצת בחבילה (10חב),2,7.83,חבילה,12,דפדפת  משובצת בחבילה (10חב),1,,,,
000000000002056027,דפדפת שורה בחבילה (10חב),1,7.84,חבילה,12,דפדפת שורה בחבילה (10חב),1,,,,
000000000002056028,מחברת ספירלה A4משובץ,56,3.27,יח,13,מחברת ספירלה A4משובץ,1,,,,
000000000002056029,מחברת ספירלה 72 דף A-4 - שורה,4,3.37,יח,12,מחברת ספירלה 72 דף A-4 - שורה,19,,,98,9/19/2019
000000000002056030,מחברת ספירלה A5 משובץ,90,2.32,יח,12,מחברת ספירלה A5 משובץ,1,,,,
000000000002056045,מחברת מעבדה A5 שורה/משובץ כריכה קשה,0,8.9,יח,12,מחברת מעבדה A5 שורה/משובץ כריכה קשה,1,,,212,9/19/2019
000000000002056066,מגש שקוף מפלסטיק אקרילי 3 מגשים,0,23.66,ערכ,13,מגש שקוף מפלסטיק אקרילי 3 מגשים,19,,,22,9/19/2019
000000000002056096,מסגרת עץ לתמונות 30X24 עם זכוכית מקדמית,26,5.84,יח,13,מסגרת עץ לתמונות 30X24 עם זכוכית מקדמית,19,,,,
000000000002056104,מעמד פלסטי מרובע לנייר ממו כולל נייר,0,3.22,יח,13,מעמד פלסטי מרובע לנייר ממו כולל נייר,19,,,,
000000000002056108,מעמד שולחני מפלסטיק אקרילי שקוף,0,6.22,יח,13,מעמד שולחני מפלסטיק אקרילי שקוף,19,,,9,9/19/2019
000000000002056112,סל אשפה שובך 25 ליטר,0,18.83,יח,13,סל אשפה שובך 25 ליטר,1,,,0,9/19/2019
000000000002056124,אריזת ניילון נצמד 300מ 50סמ שקוף/כחול,0,20.59,גליל,8,אריזת ניילון נצמד 300מ 50סמ שקוף/כחול,21,,,11,9/19/2019
000000000002056125,חוט קשירה ניילון לבן 2 קג,0,25.28,חב,19,חוט קשירה ניילון לבן 2 קג,19,,,12,9/19/2019
000000000002056209,שרוך לתג,475,0.79,יחידה,13,שרוך לתג,1,,,,
000000000002056212,תג שם פלסטיק,1264,0.79,יחידה,13,תג שם פלסטיק,1,,,,
000000000002056347,לוח שדה,79,2.44,יח,12,לוח שדה,19,,,77,9/19/2019
000000000002056367,שקית ניילון שמר-דף - פוליו  או A4 (לציין,6,11.69,חבילה,12,שקית ניילון שמר-דף - פוליו  או A4 (לציין,1,,,106,9/19/2019
000000000002056432,קלסר גב 5,0,6.02,יח,14,קלסר גב 5,19,,,,
000000000002056435,קלסר גב 8 קרטון,121,5.8,יחידה,14,קלסר גב 8 קרטון,19,,,,
000000000002056460,קלסר פוליו גב 3 סמ 27/35 סמ אדום,28,3.53,יח,14,קלסר פוליו גב 3 סמ 27/35 סמ אדום,19,,,,
000000000002056468,קלסר פוליו גב 3 סמ 27/35 סמ כחול,17,1.16,יח,14,קלסר פוליו גב 3 סמ 27/35 סמ כחול,1,,,156,9/19/2019
000000000002056629,תה ויסוצקי (100 יח),54,18.47,חבילה,14,תה ויסוצקי (100 יח),25,,,,
000000000002056630,נס קפה עלית 200 גר,1,21.02,יח,14,נס קפה עלית 200 גר,25,,,,
000000000002056656,כפית בוחשן (1000 יח)-חבילה,14,18.9,חב,14,כפית בוחשן (1000 יח)-חבילה,33,,,,
000000000002057328,לחצן מתקפל 51 ממ שחור מחיר לבודד,10,15.22,יח,13,לחצן מתקפל 51 ממ שחור מחיר לבודד,19,,,,
000000000002057785,מחיצת פרספקס נמוכה,30,194.99,יח,25,מחיצת פרספקס נמוכה,1,,,,
000000000002058299,כבל HDMI - VGA,7,41.15,יח,11,כבל HDMI - VGA,27,,,,
000000000002058798,טונר שחור PK-1012 ל-TR.AD P4026,14,52.09,יח,14,טונר שחור PK-1012 ל-TR.AD P4026,27,,,,
000000000002059916,טונר למדפסת ברדר TN910BK שחור,13,205.32,יחידה,14,טונר למדפסת ברדר TN910BK שחור,19,,,,
000000000002059917,טונר למדפסת ברדר TN910C  כחול,15,320.67,יחידה,14,טונר למדפסת ברדר TN910C  כחול,19,,,,
000000000002059918,טונר למדפסת ברדר  TN910M אדום,15,320.67,יחידה,14,טונר למדפסת ברדר  TN910M אדום,19,,,,
000000000002059919,טונר למדפסת ברדר   TN910Y צהוב,15,320.67,יחידה,14,טונר למדפסת ברדר   TN910Y צהוב,19,,,,
000000000002060549,סוללות AA / AAA ארוז רבעיות לציין איזה,167,5.86,חבילה,13,סוללות AA / AAA ארוז רבעיות לציין איזה,19,,,,
000000000002060775,משאבת מיים (משאבה טבולה 3/4),0,472,יחידה,1,משאבת מיים (משאבה טבולה 3/4),1,,,,
000000000002060795,חלוק כותנה לבן שרוול ארוך כותנה מלאה,6,37.62,יחידה,9,חלוק כותנה לבן שרוול ארוך כותנה מלאה,32,,,,
000000000002061068,דבק דו צדדי 3M,18,15.38,יח,13,דבק דו צדדי 3M,19,,,,
000000000002061107,מדבקות לבנות 32 דפים  20X75,134,2.19,חבילה,13,מדבקות לבנות 32 דפים  20X75,19,,,,
000000000002061460,מיכל 25 ליטר+פקק,0,26.93,יחידה,25,מיכל 25 ליטר+פקק,1,,,,
000000000002065014,שקית אורגנזה (20X30) באריזה 30  יח,25,35.4,חבילה,9,שקית אורגנזה (20X30) באריזה 30  יח,1,,,,
000000000002065595,דבק מהיר (3 שניות) בשפורפרת,100,3.3,יח,1,דבק מהיר (3 שניות) בשפורפרת,19,,,,
000000000002065596,מסקינג טייפ צר,258,2.19,יח,12,מסקינג טייפ צר,19,,,,
000000000002065603,דבק מגע בשפורפרת 50 ג,139,3.16,יח,1,דבק מגע בשפורפרת 50 ג',19,,,,
000000000002065620,סט טושים ללוח מחיק,19,15.65,יח,12,סט טושים ללוח מחיק,19,,,,
000000000002065698,מחשבון מדעי CASIO,13,27.59,יח,13,מחשבון מדעי CASIO,19,,,,
000000000002065700,מחשבון שולחני CASIO,9,29.29,יח,13,מחשבון שולחני CASIO,19,,,,
000000000002065762,סיכות לשדכן 26/6 ,50,1.15,חבילה,15,סיכות לשדכן 26/6 ,19,,,,
000000000002065786,להבים לסכין יפני (10 יח בחבילה),16,1.87,חב,12,להבים לסכין יפני (10 יח בחבילה),19,,,,
000000000002065789,סל אשפה רשת קוטר 22 סמ,33,3.65,יח,13,סל אשפה רשת קוטר 22 סמ,19,,,,
000000000002065866,עפרון (12 יח בחבילה),0,3.37,חבילה,12,עפרון (12 יח בחבילה),19,,,,
000000000002065886,משטח לעכבר חלק,34,3.72,יחגה,12,משטח לעכבר חלק,19,,,,
000000000002065889,דיסק און קיי 128GB SANDISK,112,42.77,יח,15,דיסק און קיי 128GB SANDISK,19,,,,
000000000002065913,שדכן לסיכות 26/6 עדז 24 דף,14,4.27,יח,15,שדכן לסיכות 26/6 עדז 24 דף,19,,,,
000000000002065922,שרוך תליה עם קליפס לתג שם,300,1.71,יח,13,שרוך תליה עם קליפס לתג שם,19,,,,
000000000002065948,תיק מעטפה עם סגר A4,100,0.48,יח,13,תיק מעטפה עם סגר A4,19,,,,
000000000002065999,מחברת מעבדה A4 משובץ/שורה כריכה קשה,131,14.05,יח,12,מחברת מעבדה A4 משובץ/שורה כריכה קשה,19,,,,
000000000002066063,מדבקות לבנות 32 דפים 50X80,50,2.19,חב,14,מדבקות לבנות 32 דפים 50X80,19,,,,
000000000002066131,טיפקס בסיס מים,71,1.46,יח,12,טיפקס בסיס מים,19,,,,
000000000002066135,סלוטייפ 30 מטר 19 ממ רוחב,267,0.27,יח,12,"סלוטייפ 30 מטר 19 מ""מ רוחב",19,,,,
000000000002066137,סלוטייפ חלבי (לא נראה בצילום),37,4.03,יח,13,סלוטייפ חלבי (לא נראה בצילום),19,,,,
000000000002066150,סרט דמוי בד 50 ממ בצבע לבן,63,7.79,גליל,13,סרט דמוי בד 50 ממ בצבע לבן,19,,,,
000000000002066180,קלסר פוליו פלסטיק 27/35/8 אדום,86,5.42,יח,14,קלסר פוליו פלסטיק 27/35/8 אדום,19,,,,
000000000002066181,קלסר פוליו פלסטיק 27/35/8 כחול,124,5.39,יח,14,קלסר פוליו פלסטיק 27/35/8 כחול,19,,,,
000000000006000238,שק יוטא 60X110,1767,0.9,יחידה,25,שק יוטא 60X110,1,,,,
000000000006000370,Acetonitrile HPLC,0,37.44,יח,0,Acetonitrile HPLC,26,,,0,9/19/2019
000000000006000395,Ammonium Acetate,0,225.13,יח,0,Ammonium Acetate,26,,,0,9/19/2019
000000000006000399,Ammonium Chloride,0,0,יח,0,Ammonium Chloride,26,,,0,9/19/2019
000000000006000495,Nitric Acid,0,82,יח,0,Nitric Acid,26,,,0,9/19/2019
000000000006000624,Yeast Extract,0,158.96,יח,0,Yeast Extract,26,,,0,9/19/2019
000000000006000673,כפפות בד טריקו ח.נ.,0,2.69,זוג,19,כפפות בד טריקו ח.נ.,30,,,65,9/19/2019
000000000006002072,מד-חום נתלה לטמפרטורת החדר,14,42.73,יח,9,מד-חום נתלה לטמפרטורת החדר,24,,,0,9/19/2019
000000000006002080,שקית נייר לתרופות לבנה קטנה  17 X8 סמ,72,57.82,חב,25,שקית נייר לתרופות לבנה קטנה  17 X8 סמ,1,,,8,9/19/2019
000000000006002081,גזה-(עשרה מטר),5,17.23,יח,5,גזה-(עשרה מטר),24,,,174,9/19/2019
000000000006002082,שקית פוליטילן  30X50 (חבילה בערך 1 קג),0,15.34,חב,10,שקית פוליטילן  30X50 (חבילה בערך 1 קג),1,,,131,9/19/2019
000000000006002176,מיכל 10 ליטר עם ברז,0,141.6,יח,25,מיכל 10 ליטר עם ברז,24,,,0,9/19/2019
000000000006002241,מיכל גז 190 גר,34,7.43,יח,1,מיכל גז 190 גר,24,,,11,9/19/2019
000000000006002243,מיכל פלסטיק 10 ליטר פתח צר,80,17.79,יחידה,25,מיכל פלסטיק 10 ליטר פתח צר,1,,,156,9/19/2019
000000000006002254,דלי פלסטיק 15 ליטר,29,8.99,יח,25,דלי פלסטיק 15 ליטר,31,,,46,9/19/2019
000000000006002255,מטאטא כביש (סיבי ניילון) וולף,0,88.2,יח,10,מטאטא כביש (סיבי ניילון) וולף,21,,,12,9/19/2019
000000000006002293,מגבת נייר בגליל,520,9.62,יח,25,מגבת נייר בגליל,21,,,15,9/19/2019
000000000006002301,מפתח צינורות 12,3,71.06,יח,25,מפתח צינורות 12,30,,,3,9/19/2019
000000000006002303,מכוש,1,100.47,יח,0,מכוש,30,,,6,9/19/2019
000000000006002323,פיפטה 5מל (200יח),31,98.01,חב,7,פיפטה 5מל (200יח),1,,,9,9/19/2019
000000000006002328,צלחת פטרי 60,7,349.28,חבילה,25,צלחת פטרי 60,1,,,10,9/19/2019
000000000006002329,צלחת פטרי 90,4,197.18,חבילה,25,צלחת פטרי 90,1,,,46,9/19/2019
000000000006002337,פיפטות פסטר 1000X יח,15,34.22,חב,6,פיפטות פסטר 1000X יח,1,,,16,9/19/2019
000000000006002342,מעמד למבחנות 50 מל,4,21.86,יח,6,מעמד למבחנות 50 מל,24,,,17,9/19/2019
000000000006002498,WATER ULTRA  PURE 0.500 L,12,35.4,יחידה,24,WATER ULTRA  PURE 0.500 L,24,,,,
000000000006002632,קערית  לשקילה - 88x88 ממ (250 יח),43,44.23,חב,6,קערית  לשקילה - 88x88 ממ (250 יח),1,,,26,9/19/2019
000000000006100011,משפך זכוכית קוטר 60/75/100 ממ,71,12.61,יח,7,"משפך זכוכית קוטר 60/75/100 מ""מ",24,,,126,9/19/2019
000000000006100092,בקבוק מדידה FLASK GLASS 50CC,0,23.4,יח,4,בקבוק מדידה ,24,,,12,9/19/2019
000000000006100153,צנצנת פלסטיק 220 מל או 470 מל + מכסה,520,1.75,יח,25,צנצנת פלסטיק 220 מל או 470 מל + מכסה,1,,,423,9/19/2019
000000000006100154,צנצנת פלסטיק 1000מל,184,2.24,יח,25,צנצנת פלסטיק 1000מל,1,,,66,9/19/2019
000000000006100155,צנצנת פלסטיק 2000 מל,40,2.36,יח,25,צנצנת פלסטיק 2000 מל,1,,,0,9/19/2019
000000000006100157,קיווטת פלסטיק - 1.5-3.0 ממ,9,44.07,חב,4,קיווטת פלסטיק - 1.5-3.0 ממ,1,,,25,9/19/2019
000000000006101076,מברשת ניקוי קטנה/בינונית/גדולה,99,8.99,יח,11,מברשת ניקוי קטנה/בינונית/גדולה,24,,,134,9/19/2019
000000000006101099,זכוכית נושאת Microscope Slide Box - 50X,49,16.51,חב,9,זכוכית נושאת Microscope Slide Box - 50X,24,,,105,9/19/2019
000000000006101106,מעמד למבחנות  15 מל,14,24.29,חב,6,מעמד למבחנות  15 מל,24,,,6,9/19/2019
000000000006101107,טיפים  200 מיקרוליטר,67,29.27,חב,6,טיפים  200 מיקרוליטר,24,,,31,9/19/2019
000000000006101108,מעמד  לאפנדורף 80 מקומות ארוז חמש יח,52,66.61,יח,6,מעמד  לאפנדורף 80 מקומות ארוז חמש יח,1,,,21,9/19/2019
000000000006101109,סרט סימון רוחב 7 סמ צבעים שונים,110,15.74,יח,4,סרט סימון רוחב 7 סמ צבעים שונים,1,,,44,9/19/2019
000000000006101111,"פלטות 96 מקומות- 0.2 מ""ל",0,322.92,יח,5,"פלטות 96 מקומות- 0.2 מ""ל",1,,,0,9/19/2019
000000000006101118,מבחנות זכוכית -100 יח' 12X75,0,42.41,יח,3,מבחנות זכוכית -100 יח' 12X75,24,,,8,9/19/2019
000000000006101147,בקבוק ארלנמאייר 5000 סמק,0,91.26,יח,4,"בקבוק ארלנמאייר 5000 סמ""ק",24,,,16,9/19/2019
000000000006101171,בקבוק  סנטילציה 20 מל זכוכית,33,114.82,יח,3,בקבוק  סנטילציה 20 מל זכוכית,24,,,70,9/19/2019
000000000006101183,צינור סיליקון  8/11,9,16.52,מטר,8,צינור סיליקון  8/11,1,,,0,9/19/2019
000000000006101184,צינור סיליקון  9/6,15,10.62,מטר,8,צינור סיליקון  9/6,1,,,0,9/19/2019
000000000006101185,צינור סיליקון  6/4,0,9.36,מטר,8,צינור סיליקון  6/4,1,,,45,9/19/2019
000000000006101532,בקבוקון סניטילציה 20 מל פלסטיק,0,64.35,חבילה,4,בקבוקון סניטילציה 20 מל פלסטיק,24,,,14,9/19/2019
000000000006101727,בקבוק פלסטיק 1000 מל,0,1.77,יח,25,"בקבוק פלסטיק 1000 מ""ל",24,,,87,9/19/2019
000000000006101969,"בקבוק מדידה 500 מ""ל",0,23.4,יח,4,"בקבוק מדידה 500 מ""ל",24,,,4,9/19/2019
000000000006102104,סרט אוטוקלאב,135,14.63,יח,11,סרט אוטוקלאב,1,,,236,9/19/2019
000000000006102561,ידית לסקלפל,59,8.5,יח,15,ידית לסקלפל,24,,,53,9/19/2019
000000000006102565,להב לסקלפל,51,44.56,יח,15,להב לסקלפל,24,,,29,9/19/2019
000000000006102764,SODIUM SULFATE DRY,4,108.56,יח,26,SODIUM SULFATE DRY,26,,,0,9/19/2019
000000000006102802,ACETIC ACID GLACIAL,3,46.61,יח,23,ACETIC ACID GLACIAL,26,,,18,9/19/2019
000000000006102807,ACETONE AR.,3,36.58,יח,24,ACETONE AR.,26,,,19,9/19/2019
000000000006102808,ACETONE TECH.,37,16.52,יח,24,ACETONE TECH.,26,,,9,9/19/2019
000000000006102850,AGAROSE 500 גרם,1,706.23,יחידה,3,AGAROSE 500 גרם,1,,,,
000000000006102854,AGAR - BACTO   214010,7,306.8,יח,3,AGAR - BACTO   214010,26,,,7,9/19/2019
000000000006102862,ALCOHOL (ETHANOL)  96%,18,79.06,יח,24,ALCOHOL (ETHANOL)  96%,24,,,62,9/19/2019
000000000006102866,AMMONIUM HYDROXYDE  25%,5,49.56,יח,24,AMMONIUM HYDROXYDE  25%,24,,,,
000000000006103003,CHLOROFORM AR,5,61.12,יח,24,CHLOROFORM AR,26,,,0,9/19/2019
000000000006103257,ETHANOL ABS,56,151.29,יח,24,ETHANOL ABS,26,,,42,9/19/2019
000000000006103259,ETHER (DIETHYLETHER) ANALAR,7,122.32,יח,24,ETHER (DIETHYLETHER) ANALAR,26,,,14,9/19/2019
000000000006103261,ETHIDIUM BROMIDE   10 ML,2,141.6,יח,25,ETHIDIUM BROMIDE   10 ML,26,,,14,9/19/2019
000000000006103267,ETHYL-ACETATE ANALAR,0,41.57,יח,24,ETHYL-ACETATE ANALAR,26,,,17,9/19/2019
000000000006103335,N-HEXANE  URA   n16808   4 litr.,8,47.91,יח,24,N-HEXANE  URA   n16808   4 litr.,26,,,1,9/19/2019
000000000006103402,NITRIC ACID,0,101.16,יח,23,NITRIC ACID,26,,,0,9/19/2019
000000000006103445,FORMALDEHYDE,14,61.36,יח,24,FORMALDEHYDE,26,,,0,9/19/2019
000000000006103584,METHANOL HPLC 1 LITR,0,31.86,יח,24,METHANOL HPLC 1 LITR,26,,,16,9/19/2019
000000000006103592,HEXANE    (ANALIT,0,74.34,יח,24,HEXANE    (ANALIT,26,,,8,9/19/2019
000000000006103609,HYDROCHLORIC ACID,0,58.88,יח,23,HYDROCHLORIC ACID,26,,,22,9/19/2019
000000000006103613,HYDROGEN PEROXIDE 30%,0,129.47,יח,24,HYDROGEN PEROXIDE 30%,26,,,7,9/19/2019
000000000006103628,ISO-PROPANOL,8,41.3,יח,24,ISO-PROPANOL,26,,,9,9/19/2019
000000000006103634,LB BROTH  (LENNOX I BROTH) 500gr.  7290A,2,180.54,יח,3,LB BROTH  (LENNOX I BROTH) 500gr.  7290A,26,,,0,9/19/2019
000000000006103692,Methanol AR,11,32.88,יח,24,Methanol AR,26,,,36,9/19/2019
000000000006103793,PEPTONE-BACTO   211677,0,310.98,יח,3,PEPTONE-BACTO   211677,26,,,0,9/19/2019
000000000006103921,POTASSIUM NITRITE   P 7391,2,143.29,יח,3,POTASSIUM NITRITE   P 7391,26,,,2,9/19/2019
000000000006103934,ראונדאפ 5 ליטר,0,181.35,יח,23,ראונדאפ 5 ליטר,1,,,0,9/19/2019
000000000006104007,"SODIUM ACETATE   A0686,1000",0,195.82,יח,3,"SODIUM ACETATE   A0686,1000",26,,,3,9/19/2019
000000000006104038,SODIUM HYPOCHLORI                      .,69,23.36,יח,23,SODIUM HYPOCHLORI                      .,26,,,9,9/19/2019
000000000006104074,SULPHURIC ACID A,12,68.36,יח,23,SULPHURIC ACID A,26,,,0,9/19/2019
000000000006104124,SUCROSE   S 501,16,53.62,יח,3,SUCROSE   S 501,26,,,1,9/19/2019
000000000006104199,TRYPTONE BACTO 211705,0,303.03,יח,3,TRYPTONE BACTO 211705,26,,,3,9/19/2019
000000000006104219,WATER  HPLC 2.5 L,0,86.76,ליח,24,WATER  HPLC 2.5 L,26,,,0,9/19/2019
000000000006104226,YEAST EXTRACT 212750,0,157.13,יח,3,YEAST EXTRACT 212750,26,,,0,9/19/2019
000000000006104415,SODIUM HYDROXIDE 1055881000,0,56.16,יח,3,SODIUM HYDROXIDE 1055881000,26,,,7,9/19/2019
000000000006104587,טייפון 1 ליטר,5,43.47,יח,23,טייפון 1 ליטר,29,,,0,9/19/2019
000000000006104669,ETHANOL 70% CP,84,15.34,ליטר,24,ETHANOL 70% CP,24,,,,
000000000006104776,MAGNESIUM SULFATE 63136,0,423.75,יח,3,MAGNESIUM SULFATE 63136,26,,,1,9/19/2019
000000000006104791,SODIUM CHLORIDE 71382,0,33.04,יח,3,SODIUM CHLORIDE 71382,26,,,13,9/19/2019
000000000006105532,בקבוק ארלנמייר 2 ליטר,18,44.17,יח,4,בקבוק ארלנמייר 2 ליטר,24,,,2,9/19/2019
000000000006105533,בקבוק ארלנמייר 3 ליטר,9,65.69,יח,4,בקבוק ארלנמייר 3 ליטר,24,,,3,9/19/2019
000000000006105536,כוס כימית 5 ליטר פירקס,4,92.04,יח,8,כוס כימית 5 ליטר פירקס,24,,,3,9/19/2019
000000000006105537,כוס כימית 2 ליטר פירקס,41,36.73,יח,8,כוס כימית 2 ליטר פירקס,24,,,3,9/19/2019
000000000006105538,כוס כימית 3 ליטר פירקס,6,52.65,יח,8,כוס כימית 3 ליטר פירקס,24,,,5,9/19/2019
000000000006105539,מבחנות PCR לרילטיים 0.1 מל,0,292.5,חב,5,מבחנות PCR לרילטיים 0.1 מל,24,,,16,9/19/2019
000000000006105540,מבחנות 0.2 מל PCR,4,100.3,חב,6,מבחנות 0.2 מל PCR,24,,,15,9/19/2019
000000000006105542,כוהלית אלכוהול,12,29.5,יח,8,כוהלית אלכוהול,24,,,8,9/19/2019
000000000006105543,נייר סינון 40X40,0,289.1,חב,9,נייר סינון 40X40,1,,,7,9/19/2019
000000000006105544,פיפטה פסטר זכוכית 150,3,67.26,חב,7,פיפטה פסטר זכוכית 150,1,,,10,9/19/2019
000000000006105545,פיפטה פסטר זכוכית 230,2,77.96,חב,7,פיפטה פסטר זכוכית 230,1,,,11,9/19/2019
000000000006105546,פיפטה 25 מל (בחבילה),17,172.98,חב,7,פיפטה 25 מל (בחבילה),1,,,10,9/19/2019
000000000006105547,מקל דרגלסקי,19,199.4,יח,6,מקל דרגלסקי,24,,,24,9/19/2019
000000000006105549,טפי,0,2.34,יח,6,טפי,1,,,203,9/19/2019
000000000006105550,טיפים 5 מל,12,44.84,יח,6,טיפים 5 מל,24,,,11,9/19/2019
000000000006105551,טיפים 1 מל(1000יח),18,59,חב,6,טיפים 1 מל(1000יח),24,,,3,9/19/2019
000000000006105552,מעמד למבחנות PCR (מחיר לבודד),14,29.32,יח,6,מעמד למבחנות PCR (מחיר לבודד),24,,,,
000000000006105553,AMMONIUM NITRATE,2,357.03,יח,3,AMMONIUM NITRATE,26,,,2,9/19/2019
000000000006105554,CALCIUM NITRATE,0,212.73,יח,3,CALCIUM NITRATE,26,,,5,9/19/2019
000000000006105556,AGAR AGAR POWDER,6,198.9,יח,3,AGAR AGAR POWDER,26,,,9,9/19/2019
000000000006105557,POTATO AGAR DEXTROSE,0,324.5,יח,3,POTATO AGAR DEXTROSE,26,,,0,9/19/2019
000000000006105581,גביע פלסטיק 250 מל,0,13.27,שרוול,16,גביע פלסטיק 250 מל,24,,,92,9/19/2019
000000000006105582,גביע פלסטיק  500 מל לפי יחידה,55,0.24,יח,16,גביע פלסטיק  500 מל לפי יחידה,24,,,521,9/19/2019
000000000006105602,nutrient agar powder,0,306.75,יח,3,nutrient agar powder,26,,,0,9/19/2019
000000000006105603,sodium hydroxide anhydrous  powder,0,32.76,יח,0,sodium hydroxide anhydrous  powder,26,,,0,9/19/2019
000000000006105605,sodium sulphate,0,72.34,קג,3,sodium sulphate,26,,,1,9/19/2019
000000000006105606,ACETONITRILE HPLC  IL,0,56.19,יח,24,ACETONITRILE HPLC  IL,26,,,9,9/19/2019
000000000006105607,DICHLOROMETHANE,9,37.76,יח,24,DICHLOROMETHANE,26,,,16,9/19/2019
000000000006105610,petroleum ether 40-60,0,56.64,לטר,24,petroleum ether 40-60,26,,,12,9/19/2019
000000000006105611,Tris,0,200.6,יח,0,Tris,26,,,0,9/19/2019
000000000006105612,AGAR GRANULATED  DIFCO,0,340.36,יח,3,AGAR GRANULATED  DIFCO,26,,,0,9/19/2019
000000000006105613,פיפטה  10  מל,27,93.75,חב,7,פיפטה  10  מל,1,,,39,9/19/2019
000000000006105616,מזרק  חפ-1 מל,4144,0.51,יח,9,מזרק  חפ-1 מל,24,,,1194,9/19/2019
000000000006105618,"מזרק  ח""פ-2 מ""ל",1896,0.23,יח,9,"מזרק  ח""פ-2 מ""ל",24,,,1850,9/19/2019
000000000006105619,מזרק  חפ- 5 מל,2410,0.24,יח,9,"מזרק  ח""פ- 5 מ""ל",24,,,766,9/19/2019
000000000006105620,מזרק חפ-10 מל,5060,0.41,יח,9,מזרק חפ-10 מל,24,,,4085,9/19/2019
000000000006105621,מזרק  חפ-20 מל,1660,0.76,יח,9,מזרק  חפ-20 מל,24,,,15,9/19/2019
000000000006105622,"מזרק  ח""פ-50-60 מ""ל",411,1.65,יח,9,"מזרק  ח""פ-50-60 מ""ל",24,,,632,9/19/2019
000000000006105623,בריחים שונים,6,5.1,יח,19,בריחים שונים,1,,,14,9/19/2019
000000000006105624,POTASSIUM SULPHATE POWDER,0,206.23,יח,3,POTASSIUM SULPHATE POWDER,26,,,3,9/19/2019
000000000006105625,"בקבוק פלסטיק 100 מ""ל",549,1.26,יח,25,"בקבוק פלסטיק 100 מ""ל",24,,,256,9/19/2019
000000000006105626,בקבוק פלסטיק 250 מל,129,1.53,יח,25,בקבוק פלסטיק 250 מל,24,,,105,9/19/2019
000000000006105627,"בקבוק פלסטיק 500 מ""ל",48,1.58,יח,25,"בקבוק פלסטיק 500 מ""ל",24,,,212,9/19/2019
000000000006105629,בקבוק ארלנמייר 50 מל,38,5.5,יח,4,"בקבוק ארלנמייר 50 מ""ל",24,,,53,9/19/2019
000000000006105630,בקבוק ארלנמייר 100 מל,99,8.11,יח,4,"בקבוק ארלנמייר 100 מ""ל",24,,,44,9/19/2019
000000000006105632,XYLENE  AR-P,12,59.86,יח,24,XYLENE  AR-P,26,,,0,9/19/2019
000000000006105634,מברשת צבע 2 אינץ',15,10.43,יח,2,מברשת צבע 2 אינץ',30,,,17,9/19/2019
000000000006105635,צבע סופר-לק / צבעים שונים,7,70.21,יח,2,צבע סופר-לק / צבעים שונים,1,,,6,9/19/2019
000000000006105636,"דבק פלסטי לנגרים (1 ק""ג)",1,28.08,יח,1,"דבק פלסטי לנגרים (1 ק""ג)",19,,,4,9/19/2019
000000000006105639,sodiuom chloride a,0,51.42,יח,0,sodiuom chloride a,26,,,0,9/19/2019
000000000006105641,זכוכית מכסה 18X18,46,8.91,יח,15,זכוכית,24,,,30,9/19/2019
000000000006105642,זכוכית מכסה 20X20,3,11.89,יח,15,זכוכית,24,,,1,9/19/2019
