Parit,Teur_parit,Quantity,price_parit,Size,Shelf_Number,Teur_order,CategoryID,Related,ExpDate,incomeQuantity,DateStartStatistic
000000000002000024,מושב לאסלה,12,54.27,יח,2,מושב לאסלה,1,,,11,9/19/2019
000000000002000035,חולצה עבודה פשוטה,30,37.15,יח,1,חולצה עבודה פשוטה,32,,,10,9/19/2019
000000000002000042,ניאגרה,4,265.23,יח,2,ניאגרה,1,,,2,9/19/2019
000000000002000044,פנקס לכרטיס ביקור,0,4.32,יח,13,פנקס לכרטיס ביקור,1,,,1,9/19/2019
000000000002000056,מספריים משרדיות,60,1.48,יחידה,12,מספריים משרדיות,1,,,,
000000000002000057,גומיות משרדיות,0,2.1,חב,15,גומיות משרדיות,19,,,67,9/19/2019
000000000002000060,לחצן מתקפל 25/41 ממ שחור מחיר לבודד,16,7.91,יח,13,לחצן מתקפל 25/41 ממ שחור מחיר לבודד,19,,,,
000000000002000063,דיו לחותמות,0,18.67,יח,12,דיו לחותמות,19,,,3,9/19/2019
000000000002000064,חוט הדלייה,8,94,גליל,19,חוט הדלייה,1,,,0,9/19/2019
000000000002000070,ערכת עזרה ראשונה,7,216.33,יח,25,ערכת עזרה ראשונה,1,,,,
000000000002000072,סל אשפה 25 ליטר,0,32.84,יח,25,סל אשפה 25 ליטר,1,,,0,9/19/2019
000000000002000073,נייר טישו,573,2.25,חב,11,נייר טישו,1,,,345,9/19/2019
000000000002000075,מפיות נייר,113,5.07,חב,25,מפיות נייר,21,,,155,9/19/2019
000000000002000077,נייר מושב לאסלה,78,14.04,חב,25,נייר מושב לאסלה,1,,,,
000000000002000081,"מגב 40 ס""מ",45,11.74,יח,25,"מגב 40 ס""מ",1,,,37,9/19/2019
000000000002000083,מטאטא משרדי,13,9.98,יח,25,מטאטא משרדי,21,,,5,9/19/2019
000000000002000084,יעה,36,6.8,יח,25,יעה,21,,,69,9/19/2019
000000000002000091,מטהר אויר ריחני - ספריי,30,9.36,יח,25,מטהר אויר ריחני - ספריי,21,,,68,9/19/2019
000000000002000097,נייר טואלט,43,38.76,חב,25,נייר טואלט,1,,,114,9/19/2019
000000000002000101,טוש עבה אדום/ירוק/כחול,0,1.86,יח,12,טוש עבה אדום/ירוק/כחול,19,,,135,9/19/2019
000000000002000102,חומר ניקוי למסך,0,29.22,יח,13,חומר ניקוי למסך,1,,,10,9/19/2019
000000000002000105,נוזל לניקוי שמשות,34,6.97,יח,25,נוזל לניקוי שמשות,1,,,41,9/19/2019
000000000002000106,נוזל לניקוי רצפות,21,15.6,יח,25,נוזל לניקוי רצפות,1,,,45,9/19/2019
000000000002000110,עטים (כל הסוגים) לציין צבע ו0.5-0.7 וכו.,3128,2.45,יחידה,13,עטים (כל הסוגים) לציין צבע ו0.5-0.7 וכו.,1,,,,
000000000002000121,טבליות למדיח כלים,29,38.51,יח,25,טבליות למדיח כלים,21,,,38,9/19/2019
000000000002000125,סבון נוזלי,0,26.44,יח,25,סבון נוזלי,1,,,76,9/19/2019
000000000002000126,סבון רחצה,25,3.3,יח,8,סבון רחצה,1,,,50,9/19/2019
000000000002000135,מנורת שולחן,3,70.81,יח,18,מנורת שולחן,1,,,,
000000000002000142,קומקום חשמלי,5,89.68,יח,18,קומקום חשמלי,1,,,4,9/19/2019
000000000002000158,דלי 3 ליטר כולל מכסה,0,4.56,יחידה,25,דלי 3 ליטר כולל מכסה,1,,,,
000000000002000159,מטלית ניקוי / סחבה לבנה,655,1.3,יח,25,מטלית ניקוי / סחבה לבנה,21,,,255,9/19/2019
000000000002000169,סקוטש / כרית ניקוי/ברזלית,1058,1.19,יח,25,סקוטש / כרית ניקוי/ברזלית,21,,,,
000000000002000175,פלסטר -אגד מדבק ביחידה,743,0.17,יחידה,1,פלסטר -אגד מדבק ביחידה,1,,,,
000000000002000179,תיק הגשה שקוף צבעוני,0,0.5,יח,13,תיק הגשה שקוף צבעוני,1,,,847,9/19/2019
000000000002000210,תקליטור DVD,0,16.66,יח,12,תקליטור DVD,1,,,0,9/19/2019
000000000002000225,רמקול למחשב,7,64.9,יח,11,רמקול למחשב,1,,,0,9/19/2019
000000000002000226,סרט בידוד - איזולירבנד,118,2.26,יח,18,סרט בידוד - איזולירבנד,1,,,184,9/19/2019
000000000002000229,נורה ליבון 60W,3,2.22,יח,18,נורה ליבון 60W,1,,,87,9/19/2019
000000000002000231,עכבר חוטי למחשב,0,30.68,יח,12,עכבר חוטי למחשב,1,,,48,9/19/2019
000000000002000233,מקלדת חוטית למחשב,0,70.2,יח,12,מקלדת חוטית למחשב,27,,,3,9/19/2019
000000000002000238,תקליטור CD,0,17.22,יח,12,תקליטור CD,1,,,0,9/19/2019
000000000002000241,פח אשפה 50 ליטר,29,44.06,יח,25,פח אשפה 50 ליטר,1,,,26,9/19/2019
000000000002000258,כוס חד פעמית ליין,179,2.24,יח,14,כוס חד פעמית ליין,24,,,110,9/19/2019
000000000002000260,כבל רשת,11,9.44,יח,11,כבל רשת,27,,,18,9/19/2019
000000000002000265,מגבונים לחים,222,2.48,יח,11,מגבונים לחים,21,,,493,9/19/2019
000000000002000282,צמר-גפן,211,4.61,יח,11,צמר-גפן,1,,,156,9/19/2019
000000000002000284,שטיחון לדלת  מחצלת,14,27.14,יח,25,שטיחון לדלת  מחצלת,1,,,0,9/19/2019
000000000002000327,סכין אכילה,6,9.91,יח,15,סכין אכילה,1,,,,
000000000002000332,מפת שולחן,0,66.05,יח,25,מפת שולחן,1,,,4,9/19/2019
000000000002000342,מחק,415,1.13,יח,13,מחק,19,,,912,9/19/2019
000000000002000361,רדיד אלומניום דק קטן,94,9.69,יח,8,רדיד אלומניום דק קטן,1,,,296,9/19/2019
000000000002000362,מטר - סרט מדידה 5 מ,20,10.58,יח,25,מטר - סרט מדידה 5 מ,30,,,23,9/19/2019
000000000002000363,מלכודת  עכברים   מנהרה,0,18.59,יח,3,מלכודת  עכברים   מנהרה,1,,,0,9/19/2019
000000000002000365,סרט אריזה שקוף,70,6.27,יח,13,סרט אריזה שקוף,19,,,,
000000000002000367,מכשיר לאריזה,0,9.03,יח,1,מכשיר לאריזה,1,,,3,9/19/2019
000000000002000369,ניילון נצמד קטן,46,4.01,יח,8,ניילון נצמד קטן,1,,,91,9/19/2019
000000000002000371,כוס חד פעמית לשתיה חמה,0,8.19,יח,14,כוס חד פעמית לשתיה חמה,33,,,1511,9/19/2019
000000000002000372,כוס חד פעמית לשתיה קרה,0,7.02,יח,14,כוס חד פעמית לשתיה קרה,33,,,956,9/19/2019
000000000002000381,כפית חד פעמית,0,3.25,יח,14,כפית חד פעמית,33,,,386,9/19/2019
000000000002000382,כף חד פעמית,0,4.91,יח,14,כף חד פעמית,33,,,0,9/19/2019
000000000002000383,מזלג חד פעמי,0,5.02,יח,14,מזלג חד פעמי,33,,,163,9/19/2019
000000000002000384,סכין חד פעמית,290,3.64,יח,14,סכין חד פעמית,1,,,11,9/19/2019
000000000002000386,שדכן קטן,0,7.3,יח,15,שדכן קטן,1,,,0,9/19/2019
000000000002000389,צלחת חד פעמית קטנה/גדולה,0,3.68,יח,14,צלחת חד פעמית קטנה/גדולה,1,,,417,9/19/2019
000000000002000393,מרקיה חד פעמית,0,2.46,חבילה,14,מרקיה חד פעמית,25,,,180,9/19/2019
000000000002000409,סרט דיו למכונת חיוב,11,1.33,יח,15,סרט דיו למכונת חיוב,1,,,21,9/19/2019
000000000002000442,מתקן לנייר גלילי,1,84.24,יח,1,מתקן לנייר גלילי,1,,,5,9/19/2019
000000000002000443,מתקן לסבון נוזלי,0,28.4,יח,1,מתקן לסבון נוזלי,1,,,2,9/19/2019
000000000002000458,חלב עמיד,231,9.2,יח,15,חלב עמיד,25,,,135,9/19/2019
000000000002000459,סוכר לבן 1 קג.,200,6.32,יחידה,15,סוכר לבן 1 קג.,1,,,,
000000000002000460,סוכרזית,18,17.34,יח,14,סוכרזית,25,,,,
000000000002000461,תקע חשמלי,64,2.33,יח,17,תקע חשמלי,1,,,32,9/19/2019
000000000002000463,סטרטר לפלורסנט 36W/טורי,276,1.83,יח,17,סטרטר לפלורסנט 36W/טורי,1,,,114,9/19/2019
000000000002000464,כבל מאריך חשמלי 5 מ,11,25.96,יח,17,כבל מאריך חשמלי 5 מ,22,,,12,9/19/2019
000000000002000465,מפצל חשמל 2 שקעים/3 שקעים,15,7.43,יח,17,מפצל חשמל 2 שקעים/3 שקעים,22,,,28,9/19/2019
000000000002000471,גליל נייר למכונת חישוב,0,0.93,יח,15,גליל נייר למכונת חישוב,19,,,0,9/19/2019
000000000002000496,מברשת פלדה,2,13.87,יח,2,מברשת פלדה,30,,,8,9/19/2019
000000000002000515,מנעול צילינדר לדלת עץ,24,26.66,יח,2,מנעול צילינדר לדלת עץ,1,,,29,9/19/2019
000000000002000522,קורא כרטיסים חכם,48,64.56,יח,11,קורא כרטיסים חכם,1,,,50,9/19/2019
000000000002000533,צבע אנטירוסט אפור גלון 5 ליטר,0,84.24,יחידה,2,צבע אנטירוסט אפור גלון 5 ליטר,1,,,2,9/19/2019
000000000002000537,צילינדר לדלת,28,42.87,יח,2,צילינדר לדלת,1,,,13,9/19/2019
000000000002000538,דיבל,20,4.72,יח,17,דיבל,30,,,80,9/19/2019
000000000002000594,מתקן מעמד לסלוטייפ  מסקינטייפ שולחני,0,4.11,יחידה,12,מתקן מעמד לסלוטייפ  מסקינטייפ שולחני,1,,,,
000000000002000613,מילוי ליומן,12,6.23,יח,13,מילוי ליומן,19,,,12,9/19/2019
000000000002000700,מאוורר שולחן,0,205.32,יח,21,מאוורר שולחן,1,,,0,9/19/2019
000000000002000702,מפזר חום,0,65.02,יח,17,מפזר חום,1,,,0,9/19/2019
000000000002000708,תנור חימום חשמלי,4,123.31,יח,17,תנור חימום חשמלי,1,,,19,9/19/2019
000000000002000813,מהדק חשמל מס 1 (מחיר לשורה 12 יח),22,2.06,יח,18,מהדק חשמל מס 1 (מחיר לשורה 12 יח),22,,,250,9/19/2019
000000000002000815,מפסק טוגל,6,9.63,יח,17,מפסק טוגל,22,,,35,9/19/2019
000000000002000833,מגנט  10-40,59,9.74,יח,11,מגנט  10-40,24,,,119,9/19/2019
000000000002000835,מגש למזון,72,16.4,יח,2,מגש למזון,1,,,9,9/19/2019
000000000002000851,מזמרה רגילה,27,33.38,יח,10,מזמרה רגילה,31,,,57,9/19/2019
000000000002000858,מחט רפואית,42,10.06,חב,9,מחט רפואית,24,,,78,9/19/2019
000000000002000864,מחשב להפעלה חקלאית,0,669.09,יח,19,מחשב להפעלה חקלאית,31,,,2,9/19/2019
000000000002000865,מטחנת קפה,5,261.17,יח,2,מטחנת קפה,24,,,0,9/19/2019
000000000002001111,אזיקונים -100/200/300,27,8.37,חבילה,3,אזיקונים -100/200/300,1,,,24,9/19/2019
000000000002001113,אזיקונים לקשירה 50 סמ,0,31.92,יח,3,אזיקונים לקשירה 50 סמ,1,,,19,9/19/2019
000000000002001133,חוט אריזה פשתן דק 2500/2,26,5.56,גלי,19,חוט אריזה פשתן דק 2500/2,1,,,92,9/19/2019
000000000002001176,גריז בשפורפרת,7,35.4,יח,8,גריז בשפורפרת,1,,,7,9/19/2019
000000000002001272,קליפסים לבנדים,196,1.58,יח,19,קליפסים לבנדים,1,,,312,9/19/2019
000000000002001287,שקיות ניילון LD,177,16.88,חב,10,שקיות ניילון LD,1,,,235,9/19/2019
000000000002001308,ט:1220-מעטפות לבנות 11/22,0,10,יח,15,ט:1220-מעטפות לבנות 11/22,19,,,13,9/19/2019
000000000002001309,ט:1230-מעטפות 11.4/16.2,0,10,יח,15,ט:1230-מעטפות 11.4/16.2,19,,,0,9/19/2019
000000000002001310,ט:1235-מעטפות דואר אויר 11/22,0,1,יח,15,ט:1235-מעטפות דואר אויר 11/22,19,,,0,9/19/2019
000000000002001363,ט:2420 - אישור יציאה בתפקיד,19,5.5,יח,13,ט:2420 - אישור יציאה בתפקיד,19,,,19,9/19/2019
000000000002001366,ט:2450-בקשה לחופשה/הודעה על העדרות,67,2.5,יח,13,ט:2450-בקשה לחופשה/הודעה על העדרות,19,,,67,9/19/2019
000000000002001454,ט:4320-ספר קופה הוצאות דמי מחזור,7,35,יח,13,ט:4320-ספר קופה הוצאות דמי מחזור,19,,,7,9/19/2019
000000000002001458,ט:4540-הוראת תשלום מקופה קטנה,17,11.5,יח,14,ט:4540-הוראת תשלום מקופה קטנה,19,,,12,9/19/2019
000000000002001527,אטם גומי  1 צול  צול  וחצי  שני צול,31,2.22,חבילה,19,אטם גומי  1 צול  צול  וחצי  שני צול,1,,,,
000000000002001537,מלח למדיח כלים,5,14.16,יח,25,מלח למדיח כלים,21,,,25,9/19/2019
000000000002001545,בורג סיבית ,0,11.23,חבילה,0,בורג סיבית ,1,,,,
000000000002001553,משור גבהים כולל סטופר,6,135.08,יח,10,משור גבהים כולל סטופר,30,,,5,9/19/2019
000000000002001554,מסוריות,26,6.83,יח,2,מסוריות,30,,,40,9/19/2019
000000000002001558,מסמר,4,4.68,יח,19,מסמר,30,,,8,9/19/2019
000000000002001563,מסננת לכיור,0,5.68,יח,25,מסננת לכיור,1,,,0,9/19/2019
000000000002001565,מספריים טכניות,62,18.16,יח,15,מספריים טכניות,30,,,74,9/19/2019
000000000002001572,גלגלת לצינור גן,1,80.45,יח,10,גלגלת לצינור גן,23,,,5,9/19/2019
000000000002001578,גליל מפה מבד,1,15.37,יח,25,גליל מפה מבד,25,,,,
000000000002001581,דיסק  חיתוך 4.5 אינטש,137,4.61,יח,2,דיסק  חיתוך 4.5 אינטש,30,,,177,9/19/2019
000000000002001587,ווסת לחץ,9,48.82,יח,19,ווסת לחץ,23,,,20,9/19/2019
000000000002001604,מרסס ידני/מכני 2 ליטר,13,16.52,יח,10,מרסס ידני/מכני 2 ליטר,31,,,23,9/19/2019
000000000002001614,מתאם רשת,2,68.44,יח,11,מתאם רשת,27,,,,
000000000002001616,חומר איטום,0,6.1,יח,2,חומר איטום,1,,,18,9/19/2019
000000000002001619,חומר הדברה,1,70.8,יח,0,חומר הדברה,29,,,1,9/19/2019
000000000002001647,ידית לכלי עבודה (עץ),13,13.25,יח,21,ידית לכלי עבודה (עץ),30,,,43,9/19/2019
000000000002001651,כד נוזלים,0,37.05,יח,7,כד נוזלים,24,,,24,9/19/2019
000000000002001662,סיפון,18,15.31,יח,19,סיפון,1,,,5,9/19/2019
000000000002001665,סט סכיניי מטבח,0,9.82,יח,15,סט סכיניי מטבח,1,,,46,9/19/2019
000000000002001671,סלסלה,0,45.63,יח,0,סלסלה,1,,,16,9/19/2019
000000000002001673,ברזלית - ננס,360,1.73,יח,25,ברזלית - ננס,21,,,,
000000000002001687,פטיש 1 קג או 2 קג,7,29.35,יח,19,"פטיש 1 ק""ג או 2 ק""ג",1,,,12,9/19/2019
000000000002001696,פלייר / קטר,12,43.32,יח,25,פלייר / קטר,1,,,0,9/19/2019
000000000002001712,קופסת חשמל,6,7.45,יח,18,קופסת חשמל,1,,,26,9/19/2019
000000000002001724,רולר גדול,2,40.12,יח,2,רולר גדול,1,,,12,9/19/2019
000000000002001739,שק רשת 50/80 - 35/50 - 39/56,936,1.28,יח,25,שק רשת 50/80 - 35/50 - 39/56,1,,,660,9/19/2019
000000000002001773,הרחבת זכרון למחשב נייד,0,223.57,יח,15,הרחבת זכרון למחשב נייד,27,,,7,9/19/2019
000000000002001985,צבע ספריי,83,9.34,יח,1,צבע ספריי,1,,,114,9/19/2019
000000000002002093,נייר זכוכית/בד שמיר,97,1.59,יח,19,נייר זכוכית/בד שמיר,1,,,0,9/19/2019
000000000002002094,צירים לדלת,29,5.92,יח,1,צירים לדלת,1,,,65,9/19/2019
000000000002002121,ספריי לחץ אוויר,0,23.6,יח,11,ספריי לחץ אוויר,27,,,0,9/19/2019
000000000002002155,מפסקי בגול למזגן,3,321.72,יח,17,מפסקי בגול למזגן,22,,,6,9/19/2019
000000000002002249,מגפיים,53,35.35,זוג,4,מגפיים,32,,,29,9/19/2019
000000000002002263,חליפת גשם,46,46.56,יח,3,חליפת גשם,32,,,6,9/19/2019
000000000002002268,כפפות לחום,0,21.79,זוג,2,כפפות לחום,30,,,21,9/19/2019
000000000002002280,כפפות סיגנט/כפפות עבודה עבות,92,2.93,יח,19,כפפות סיגנט/כפפות עבודה עבות,30,,,374,9/19/2019
000000000002002290,מפתח צינורות 18,0,146.64,יח,25,"מפתח צינורות 18""",23,,,,
000000000002002298,קליבר דיגיטלי,1,156.78,יחידה,15,קליבר דיגיטלי,1,,,,
000000000002002300,מברג בדיקה חשמלי,10,14.09,יח,25,מברג בדיקה חשמלי,30,,,12,9/19/2019
000000000002002316,מזמרה מקצועית,1,111.44,יח,25,מזמרה מקצועית,31,,,17,9/19/2019
000000000002002318,מגרפת עשב כחולה עם מקל,3,37.32,יחידה,21,מגרפת עשב כחולה עם מקל,30,,,0,9/19/2019
000000000002002354,אקדח לסיליקון,5,21.56,יח,2,אקדח לסיליקון,30,,,7,9/19/2019
000000000002002355,קלשון קש,0,151.04,יחידה,21,קלשון קש,30,,,,
000000000002002356,מעדר,6,20.42,יח,10,מעדר,30,,,3,9/19/2019
000000000002002357,את חפירה,12,44.67,יח,21,את חפירה,30,,,9,9/19/2019
000000000002002358,טוריה,5,30.3,יח,10,טוריה,30,,,5,9/19/2019
000000000002002359,"מפתח צינורות ""14",4,173.7,יח,25,"מפתח צינורות ""14",30,,,3,9/19/2019
000000000002002360,ביט למברגה פיליפס,92,5.75,יחידה,26,ביט למברגה פיליפס,30,,,,
000000000002002367,מטען לסולות נטענות,0,80.73,יח,11,מטען לסולות נטענות,19,,,9,9/19/2019
000000000002002472,מסכה נשמית חד פעמית עם פילטר פחם פעיל,0,6.61,יחידה,9,מסכה נשמית חד פעמית עם פילטר פחם פעיל,1,,,,
000000000002002474,משקפי מגן,12,21.24,יח,9,משקפי מגן,1,,,38,9/19/2019
000000000002002595,מסכת אף לאבק,0,40.95,יח,11,מסכת אף לאבק,1,,,45,9/19/2019
000000000002002667,סגר פלסטיק,92,15.77,יח,11,סגר פלסטיק,1,,,212,9/19/2019
000000000002002742,מדבקות לחיזוק חורים,0,1.28,חב,15,מדבקות לחיזוק חורים,19,,,4,9/19/2019
000000000002002746,מנעול תליה גדול,3,44.84,יח,2,מנעול תליה גדול,1,,,12,9/19/2019
000000000002002749,מצוף,6,23.94,יח,19,מצוף,1,,,15,9/19/2019
000000000002002762,תיק עם גומי גב 2.5,0,0.98,יח,13,תיק עם גומי גב 2.5,1,,,70,9/19/2019
000000000002002939,מכשיר טלפון,0,80.73,יח,15,מכשיר טלפון,19,,,0,9/19/2019
000000000002002947,מחבר מהיר לצינור גן,219,2.49,יח,20,מחבר מהיר לצינור גן,23,,,172,9/19/2019
000000000002003052,כף שתילה,3,38.28,יח,10,כף שתילה,30,,,34,9/19/2019
000000000002003062,כובע קש,0,19.82,יח,1,כובע קש,32,,,,
000000000002003083,אטמי אוזניים,168,2.05,יח,1,אטמי אוזניים,1,,,135,9/19/2019
000000000002003112,דקר,13,13.19,יח,10,דקר,23,,,1,9/19/2019
000000000002003113,אוזניות מגן נגד רעש,0,129.8,יח,2,אוזניות מגן נגד רעש,1,,,4,9/19/2019
000000000002003114,אוזניות למחשב+מקרופון,6,118,יח,11,אוזניות למחשב+מקרופון,27,,,15,9/19/2019
000000000002003120,הרחבת זכרון למחשב נייח,0,69.86,יח,15,הרחבת זכרון למחשב נייח,27,,,8,9/19/2019
000000000002003481,שקף לכריכה ,0,17.84,חב,12,שקף לכריכה ,1,,,16,9/19/2019
000000000002003630,סט מקלדת+עכבר אלחוטיים,19,115.64,יח,12,סט מקלדת+עכבר אלחוטיים,27,,,0,9/19/2019
000000000002003706,מעטפה גודל 18X25 (A5),47,16.1,חב,15,מעטפה גודל 18X25 (A5),19,,,27,9/19/2019
000000000002003710,מעטפה גודל 24X34    A4,0,11.75,יח,15,מעטפה גודל 24X34    A4,19,,,81,9/19/2019
000000000002003713,מעטפה גודל 32X42  A3,0,460,חב,0,מעטפה גודל 32X42  A3,19,,,10,9/19/2019
000000000002003753,מעמד אחסון לשולחן,0,3.28,יח,13,מעמד אחסון לשולחן,19,,,48,9/19/2019
000000000002003790,מיכל קלקר 5 ליטר,3,19.94,יח,25,מיכל קלקר 5 ליטר,1,,,7,9/19/2019
000000000002003853,מכחול,0,1.52,יח,15,מכחול,19,,,1,9/19/2019
000000000002004143,מזוזה,3,94.32,יח,15,מזוזה,1,,,6,9/19/2019
000000000002004215,עטיפה לתקליטור,0,0.27,יח,13,עטיפה לתקליטור,1,,,37850,9/19/2019
000000000002004236,שעון שבת ללוח חשמל,19,143.55,יח,17,שעון שבת ללוח חשמל,1,,,22,9/19/2019
000000000002004243,אקונומיקה 4 ליטר,4,6.7,יח,25,אקונומיקה 4 ליטר,21,,,117,9/19/2019
000000000002004246,שיפודי עץ,56,4.54,יח,2,שיפודי עץ,1,,,58,9/19/2019
000000000002004272,שעון עצר דיגיטלי,16,45.43,יח,15,שעון עצר דיגיטלי,1,,,16,9/19/2019
000000000002004273,נייר פרפילם,49,76.57,חב,4,נייר פרפילם,1,,,28,9/19/2019
000000000002004299,מצית לגז,22,7.22,יח,15,מצית לגז,1,,,31,9/19/2019
000000000002004307,נייר תעשייתי בגליל,64,64.9,יח,25,נייר תעשייתי בגליל,1,,,0,9/19/2019
000000000002004356,לוח פוליגל,168,8.58,יח,3,לוח פוליגל,19,,,179,9/19/2019
000000000002004426,לוח לחצן,0,4.73,יח,12,לוח לחצן,19,,,0,9/19/2019
000000000002004430,"כפפות ניטריל שחורות (L,XL)",184,12.89,חבילה,4,"כפפות ניטריל שחורות (L,XL)",1,,,,
000000000002004432,מברשת אסלה,36,17.9,יח,25,מברשת אסלה,1,,,32,9/19/2019
000000000002004440,פלייר פטנט,3,69.27,יח,25,פלייר פטנט,1,,,7,9/19/2019
000000000002004446,פלייר אף ארוך פטנט 6 מכופף SIGNET,4,55.29,יח,25,"פלייר אף ארוך פטנט ""6 מכופף SIGNET",1,,,3,9/19/2019
000000000002004471,גוף תאורה צמוד תקרה 60X60,6,64.89,יחידה,25,גוף תאורה צמוד תקרה 60X60,22,,,10,9/19/2019
000000000002004473,נוזל כלים,9,7.72,לטר,25,נוזל כלים,1,,,150,9/19/2019
000000000002004492,מצלמה למחשב,6,94.4,יח,11,מצלמה למחשב,1,,,,
000000000002004530,חלוק עבודה,155,38.18,יח,1,חלוק עבודה,32,,,61,9/19/2019
000000000002004563,מפצל USB,9,53.1,יח,11,מפצל USB,27,,,3,9/19/2019
000000000002004572,עכבר אלחוטי,23,57.62,יח,12,עכבר אלחוטי,1,,,35,9/19/2019
000000000002004580,סוללה נטענת,0,34.78,יח,13,סוללה נטענת,1,,,25,9/19/2019
000000000002004597,קרם ידיים,14,12.97,יח,15,קרם ידיים,1,,,107,9/19/2019
000000000002004619,חסכם,27,17.7,יחידה,26,חסכם,23,,,,
000000000002004664,מגן ברקים (אל פסק),23,25.96,יח,18,מגן ברקים (אל פסק),27,,,11,9/19/2019
000000000002004681,דשן כימי,0,121.87,יח,25,דשן כימי,28,,,5,9/19/2019
000000000002004823,צבע פלסטי,6,139.58,יח,2,צבע פלסטי,1,,,4,9/19/2019
000000000002004831,מחזיר דלת,3,123.9,יח,2,מחזיר דלת,1,,,3,9/19/2019
000000000002004846,קרם הגנה נגד שמש,0,34.98,יח,15,קרם הגנה נגד שמש,1,,,35,9/19/2019
000000000002004847,נוזל למדיח כלים,18,11.67,יח,25,נוזל למדיח כלים,1,,,19,9/19/2019
000000000002004858,גפרורים,82,2.6,חבילה,3,גפרורים,1,,,71,9/19/2019
000000000002004860,סנן למתקן מיים,3,8.8,יחידה,10,סנן למתקן מיים,1,,,,
000000000002005064,סליל לחרמש מנועי,0,26.2,יח,10,סליל לחרמש מנועי,1,,,3,9/19/2019
000000000002005093,טרפנטין,10,22.89,יח,24,טרפנטין,1,,,14,9/19/2019
000000000002005104,קטלן חרקים חשמלי 2 מנורות 20W,1,228.92,יחידה,17,קטלן חרקים חשמלי 2 מנורות 20W,22,,,,
000000000002005150,סרט סימון,1024,2.85,יח,4,סרט סימון,1,,,886,9/19/2019
000000000002005602,שלט למצגות,3,165.2,יח,15,שלט למצגות,1,,,,
000000000002005675,מסיר שומנים,27,9.39,יח,25,מסיר שומנים,21,,,25,9/19/2019
000000000002005678,פוליסיד 5 ליטר,0,76.05,יח,2,פוליסיד 5 ליטר,1,,,8,9/19/2019
000000000002005834,מרסס גב חשמלי נטען,1,413,יח,10,מרסס גב חשמלי נטען,31,,,,
000000000002005897,"מחברת ספירלה 72 דף A-4 - משובץ
",0,1.95,יח,12,"מחברת ספירלה 72 דף A-4 - משובץ
",19,,,0,9/19/2019
000000000002005938,קפה שחור טורקי עלית,1293,8.16,יח,14,קפה שחור טורקי עלית,25,,,,
000000000002005939,קפה מגורען  /פלטיניום/ טסטר צוייס,130,31.55,יח,14,קפה מגורען  /פלטיניום/ טסטר צוייס,25,,,,
000000000002006041,"מגב 60 ס""מ",12,14.11,יח,25,"מגב 60 ס""מ",1,,,8,9/19/2019
000000000002006042,מגבת נייר צץ-רץ טישו דו-שכבתי,323,3,יח,25,מגבת נייר צץ-רץ טישו דו-שכבתי,21,,,14,9/19/2019
000000000002006048,מטלית אבק מיקרו פיבר 35X35 סמ,104,1.58,יח,25,מטלית אבק מיקרו פיבר 35X35 סמ,21,,,264,9/19/2019
000000000002006049,מטלית ריצפה מיקרו פייבר 80X60,394,4.21,יח,25,מטלית ריצפה מיקרו פייבר 80X60,21,,,140,9/19/2019
000000000002006054,מקל למגב/מטאטא 1.80 מ עם הברגה,128,4.58,יח,21,מקל למגב/מטאטא 1.80 מ עם הברגה,31,,,128,9/19/2019
000000000002006062,סבון נוזלי עם משאבה,0,10.6,יחידה,22,סבון נוזלי עם משאבה,21,,,,
000000000002006063,ספריי נגד חרקים/מעופפים,10,14.89,יח,15,ספריי נגד חרקים/מעופפים,1,,,19,9/19/2019
000000000002006070,שקיות אשפה 75/90,593,9.05,יח,25,שקיות אשפה 75/90,1,,,899,9/19/2019
000000000002006071,שקיות אשפה  50/70,336,3.79,יח,25,שקיות אשפה  50/70,1,,,565,9/19/2019
000000000002006088,ברז כדורי   2 הברגה פנ' ידית,0,116,יח,21,ברז כדורי   2 הברגה פנ' ידית,23,,,0,9/19/2019
000000000002006099,דיסקית השחזה לברזל 4.1/2,60,8.37,יח,2,דיסקית השחזה לברזל 4.1/2,30,,,40,9/19/2019
000000000002006102,דיסקית חיתוך לברזל 9,17,7.32,יח,2,דיסקית חיתוך לברזל 9,30,,,26,9/19/2019
000000000002006125,נוזל כלים 5 ליטר  24 אחוז חומר פעיל,2,21.3,יחידה,22,נוזל כלים 5 ליטר  24 אחוז חומר פעיל,21,,,,
000000000002006126,טפלון בגליל,124,2.62,יח,19,טפלון בגליל,30,,,237,9/19/2019
000000000002006129,כימבונד דבק אפוקסי שקוף,8,18.06,יח,2,כימבונד דבק אפוקסי שקוף,1,,,29,9/19/2019
000000000002006136,מברג גדול + בנוני,75,21.28,יח,25,מברג גדול + בנוני,30,,,37,9/19/2019
000000000002006137,מברג פיליפס,20,20.87,יח,25,מברג פיליפס,30,,,18,9/19/2019
000000000002006139,מברשת צבע - 4 מונד בלאנק עבה,20,25.96,יח,2,מברשת צבע - 4 מונד בלאנק עבה,30,,,9,9/19/2019
000000000002006140,מברשת צבע 1-מונד בלנק עבה,18,5.79,יח,2,מברשת צבע 1-מונד בלנק עבה,30,,,16,9/19/2019
000000000002006141,"מברשת צבע 1,1/2-מונד בלנק עבה",22,7.46,יח,2,"מברשת צבע 1,1/2-מונד בלנק עבה",30,,,56,9/19/2019
